key_0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,Predicted_date
816,U001,200793568,SUPE co,,2020,1930852209,04-05-2020,20200502,20200504,19-05-2020,USD,RV,1,84431.86,20200504,NAA8,1930852209,1,1.010989011,20-05-2020
818,U001,200780383,MEIJ ,,2020,1930581731,28-02-2020,20200228,20200228,14-03-2020,USD,RV,1,93640.99,20200228,NAA8,1930581731,1,1.010989011,15-03-2020
821,U001,200769623,WAL-MAR systems,,2020,1930739317,04-04-2020,20200403,20200404,19-04-2020,USD,RV,1,60956.88,20200404,NAH4,1930739317,1,1.010989011,20-04-2020
831,U001,200097356,PETE ,,2020,1930624620,13-03-2020,20200309,20200313,28-03-2020,USD,RV,1,8693.58,20200313,NAA8,1930624620,1,1.010989011,29-03-2020
832,U013,100031686,EWT-EU co,,2020,1991840512,02-03-2020,20200227,20200302,01-04-2020,USD,RV,1,4112.47,20200302,NAVE,1991840512,1,-1.848095849,30-03-2020
836,U001,200769623,WAL-MAR ,,2020,1930716934,29-03-2020,20200329,20200329,13-04-2020,USD,RV,1,21540.08,20200329,NAH4,1930716934,1,1.010989011,14-04-2020
840,U001,200769623,WAL-MAR foundation,,2020,1930673932,21-03-2020,20200319,20200321,05-04-2020,USD,RV,1,66849.85,20200321,NAH4,1930673932,1,1.010989011,06-04-2020
842,U001,200705372,FR ,,2020,1930832292,29-04-2020,20200428,20200429,14-05-2020,USD,RV,1,118674.13,20200429,NAA8,1930832292,1,1.010989011,15-05-2020
846,U001,200769623,WAL-MAR systems,,2020,1930617553,09-03-2020,20200307,20200309,24-03-2020,USD,RV,1,74089.36,20200309,NAH4,1930617553,1,1.010989011,25-03-2020
852,U001,200707822,PUBLI co,,2020,1930850555,01-05-2020,20200502,20200501,16-05-2020,USD,RV,1,33092.33,20200501,NAA8,1930850555,1,1.010989011,17-05-2020
856,U001,200707822,PUBLI systems,,2020,1930644377,12-03-2020,20200312,20200312,27-03-2020,USD,RV,1,22005.41,20200312,NAA8,1930644377,1,1.010989011,28-03-2020
857,U001,200769623,WAL-MAR in,,2020,1930826994,26-04-2020,20200425,20200426,11-05-2020,USD,RV,1,48387.63,20200426,NAH4,1930826994,1,1.010989011,12-05-2020
864,U001,200230690,DECA in,,2020,1930804492,21-04-2020,20200421,20200421,09-05-2020,USD,RV,1,554.94,20200416,NAM4,1930804492,1,93.66666667,10-08-2020
871,U001,200769623,WAL-MAR systems,,2020,1930598634,04-03-2020,20200304,20200304,19-03-2020,USD,RV,1,52499.56,20200304,NAH4,1930598634,1,1.010989011,20-03-2020
876,U001,200769623,WAL-MAR co,,2020,1930855783,05-05-2020,20200504,20200505,20-05-2020,USD,RV,1,19545.44,20200505,NAH4,1930855783,1,1.010989011,21-05-2020
878,U001,200936373,SUPE foundation,,2020,1930793735,17-04-2020,20200416,20200417,02-05-2020,USD,RV,1,16969.56,20200417,NAA8,1930793735,1,1.010989011,03-05-2020
879,U001,200769623,WAL-MAR foundation,,2020,1930593265,04-03-2020,20200303,20200304,19-03-2020,USD,RV,1,379.49,20200304,NAH4,1930593265,1,1.010989011,20-03-2020
883,U001,200705372,FR corp,,2020,1930777519,13-04-2020,20200411,20200413,28-04-2020,USD,RV,1,48328.37,20200413,NAA8,1930777519,1,1.010989011,29-04-2020
888,CA02,140104392,FLANAG corp,,2020,2960621031,16-03-2020,20200316,20200316,27-03-2020,CAD,RV,1,4358.69,20200317,CA10,2960621031,1,2.169835234,29-03-2020
895,U001,200752302,KROGER trust,,2020,1930578882,29-02-2020,20200227,20200229,15-03-2020,USD,RV,1,17283.5,20200229,NAA8,1930578882,1,1.010989011,16-03-2020
912,U001,200803720,DEC llc,,2020,1930617831,07-03-2020,20200307,20200307,24-03-2020,USD,RV,1,764.4,20200301,NAM4,1930617831,1,93.66666667,25-06-2020
927,U001,200769623,WAL-MAR ,,2020,1930804573,21-04-2020,20200421,20200421,06-05-2020,USD,RV,1,35025.37,20200421,NAH4,1930804573,1,1.010989011,07-05-2020
931,U001,200769623,WAL-MAR in,,2020,1930881177,11-05-2020,20200509,20200511,26-05-2020,USD,RV,1,996.04,20200511,NAH4,1930881177,1,1.010989011,27-05-2020
937,U001,100031704,DELHAIZE llc,,2020,1930586961,04-03-2020,20200302,20200304,19-03-2020,USD,RV,1,85126.68,20200304,NAA8,1930586961,1,1.010989011,20-03-2020
944,U001,200769623,WAL-MAR us,,2020,1930800123,19-04-2020,20200418,20200419,04-05-2020,USD,RV,1,3330.48,20200419,NAH4,1930800123,1,1.010989011,05-05-2020
948,CA02,140104225,SAVE-ON- associates,,2020,2960625406,30-03-2020,20200330,20200330,09-04-2020,CAD,RV,1,154473.93,20200330,CA10,2960625406,1,2.169835234,11-04-2020
955,U001,200769623,WAL-MAR co,,2020,1930831045,29-04-2020,20200427,20200429,14-05-2020,USD,RV,1,4067.57,20200429,NAH4,1930831045,1,1.010989011,15-05-2020
957,U001,200762301,C&S WH corp,,2020,1930834080,29-04-2020,20200429,20200429,14-05-2020,USD,RV,1,43461.14,20200429,NAC6,1930834080,1,1.010989011,15-05-2020
961,U001,200793568,SUPE ,,2020,1930756920,06-04-2020,20200407,20200406,21-04-2020,USD,RV,1,10619.2,20200406,NAA8,1930756920,1,1.010989011,22-04-2020
967,CA02,140104340,COLABOR  in,,2020,2960619736,11-03-2020,20200311,20200311,22-03-2020,CAD,RV,1,9338.15,20200312,CA10,2960619736,1,2.169835234,24-03-2020
970,U001,200795490,HY -  in,,2020,1930831873,27-04-2020,20200428,20200427,12-05-2020,USD,RV,1,63410.94,20200427,NAA8,1930831873,1,1.010989011,13-05-2020
978,U001,200769623,WAL-MAR us,,2020,1930637510,11-03-2020,20200311,20200311,26-03-2020,USD,RV,1,9389.11,20200311,NAH4,1930637510,1,1.010989011,27-03-2020
988,U001,200793568,SUPE in,,2020,1930730297,02-04-2020,20200401,20200402,17-04-2020,USD,RV,1,9972.2,20200402,NAA8,1930730297,1,1.010989011,18-04-2020
996,U001,200705372,FR co,,2020,1930703994,27-03-2020,20200326,20200327,11-04-2020,USD,RV,1,109389.81,20200327,NAA8,1930703994,1,1.010989011,12-04-2020
998,U001,200704045,RA ,,2020,1930717792,31-03-2020,20200329,20200331,15-04-2020,USD,RV,1,54839.79,20200331,NAA8,1930717792,1,1.010989011,16-04-2020
1002,U001,200794332,COST trust,,2020,1930624845,10-03-2020,20200309,20200310,25-03-2020,USD,RV,1,62432.89,20200310,NAAX,1930624845,1,1.010989011,26-03-2020
1003,U001,200769623,WAL-MAR us,,2020,1930692382,25-03-2020,20200324,20200325,09-04-2020,USD,RV,1,61.29,20200325,NAH4,1930692382,1,1.010989011,10-04-2020
1022,U001,200769623,WAL-MAR associates,,2020,1930885909,11-05-2020,20200511,20200511,26-05-2020,USD,RV,1,24109.99,20200511,NAH4,1930885909,1,1.010989011,27-05-2020
1024,U001,200769623,WAL-MAR corporation,,2020,1930778669,13-04-2020,20200411,20200413,28-04-2020,USD,RV,1,4276.31,20200413,NAH4,1930778669,1,1.010989011,29-04-2020
1030,U001,200418007,AM associates,,2020,1930855454,04-05-2020,20200504,20200504,19-05-2020,USD,RV,1,23731.35,20200504,NAA8,1930855454,1,1.010989011,20-05-2020
1036,U001,200780383,MEIJ us,,2020,1930660079,17-03-2020,20200317,20200317,01-04-2020,USD,RV,1,56264.52,20200317,NAA8,1930660079,1,1.010989011,02-04-2020
1042,U001,200759878,SA trust,,2020,1930711074,28-03-2020,20200327,20200328,12-04-2020,USD,RV,1,48198.85,20200328,NAH4,1930711074,1,1.010989011,13-04-2020
1047,U001,200769623,WAL-MAR associates,,2020,1930697853,25-03-2020,20200325,20200325,09-04-2020,USD,RV,1,59039.82,20200325,NAH4,1930697853,1,1.010989011,10-04-2020
1048,U001,200707822,PUBLI in,,2020,1930671467,19-03-2020,20200319,20200319,03-04-2020,USD,RV,1,23161.25,20200319,NAA8,1930671467,1,1.010989011,04-04-2020
1050,U001,200769623,WAL-MAR associates,,2020,1930585341,02-03-2020,20200301,20200302,17-03-2020,USD,RV,1,15717.22,20200302,NAH4,1930585341,1,1.010989011,18-03-2020
1052,U001,200772670,ASSOCIAT us,,2020,1930671863,19-03-2020,20200319,20200319,03-04-2020,USD,RV,1,24794.28,20200319,NAU5,1930671863,1,93.66666667,05-07-2020
1054,U001,200723794,MID MO llc,,2020,1930773268,10-04-2020,20200410,20200410,25-04-2020,USD,RV,1,3737.33,20200410,NAA8,1930773268,1,1.010989011,26-04-2020
1057,U001,200718130,SYSCO F corporation,,2020,1930860934,05-05-2020,20200505,20200505,20-05-2020,USD,RV,1,6430.73,20200505,NAA8,1930860934,1,1.010989011,21-05-2020
1064,U001,200712105,WALG corporation,,2020,1930808299,21-04-2020,20200421,20200421,06-05-2020,USD,RV,1,7223.04,20200421,NAA8,1930808299,1,1.010989011,07-05-2020
1065,U001,200744019,TARG systems,,2020,1930808723,22-04-2020,20200421,20200422,07-05-2020,USD,RV,1,4008.5,20200422,NAA8,1930808723,1,1.010989011,08-05-2020
1089,U001,200750051,ALBER co,,2020,1930668099,19-03-2020,20200318,20200319,03-04-2020,USD,RV,1,87037.83,20200319,NAA8,1930668099,1,1.010989011,04-04-2020
1095,U001,200793568,SUPE ,,2020,1930706921,27-03-2020,20200326,20200327,11-04-2020,USD,RV,1,97894.71,20200327,NAA8,1930706921,1,1.010989011,12-04-2020
1101,U001,200772670,ASSOCIAT foundation,,2020,1930717845,31-03-2020,20200329,20200331,15-04-2020,USD,RV,1,158201.59,20200331,NAU5,1930717845,1,93.66666667,17-07-2020
1102,U001,200847305,CUSTOM associates,,2020,1930690289,25-03-2020,20200324,20200325,04-04-2020,USD,RV,1,106525.44,20200325,NA10,1930690289,1,1.010989011,05-04-2020
1107,CA02,140104423,METRO  llc,,2020,2960617894,04-03-2020,20200304,20200304,16-03-2020,CAD,RV,1,61972.15,20200306,CA10,2960617894,1,2.169835234,18-03-2020
1108,U001,200148860,DOLLA us,,2020,1930700723,25-03-2020,20200325,20200325,29-05-2020,USD,RV,1,2425.8,20200325,NAGD,1930700723,1,1.010989011,30-05-2020
1109,U001,200803720,DEC ,,2020,1930773155,10-04-2020,20200410,20200410,08-04-2020,USD,RV,1,5891.91,20200401,NAM1,1930773155,1,1.010989011,09-04-2020
1111,U001,200704045,RA associates,,2020,1930684814,21-03-2020,20200321,20200321,05-04-2020,USD,RV,1,97229.28,20200321,NAA8,1930684814,1,1.010989011,06-04-2020
1115,U001,200761497,NEX foundation,,2020,1930858611,05-05-2020,20200505,20200505,20-05-2020,USD,RV,1,356.4,20200505,NAA8,1930858611,1,1.010989011,21-05-2020
1123,U001,200769623,WAL-MAR us,,2020,1930747514,04-04-2020,20200404,20200404,19-04-2020,USD,RV,1,45869.22,20200404,NAH4,1930747514,1,1.010989011,20-04-2020
1124,U001,200331749,SYSC associates,,2020,1930604836,04-03-2020,20200305,20200304,19-03-2020,USD,RV,1,4868.08,20200304,NAA8,1930604836,1,1.010989011,20-03-2020
1128,CA02,100034822,SUGARP foundation,,2020,2960624816,28-03-2020,20200328,20200328,14-04-2020,CAD,RV,1,10140.3,20200404,CA10,2960624816,1,2.169835234,16-04-2020
1129,U001,200794332,COST us,,2020,1930594262,06-03-2020,20200303,20200306,21-03-2020,USD,RV,1,20763.21,20200306,NAAX,1930594262,1,1.010989011,22-03-2020
1131,U001,200739534,OK ,,2020,1930582428,28-02-2020,20200228,20200228,14-03-2020,USD,RV,1,34323.7,20200228,NAA8,1930582428,1,1.010989011,15-03-2020
1132,U001,200769623,WAL-MAR corp,,2020,1930714119,28-03-2020,20200328,20200328,12-04-2020,USD,RV,1,31671.29,20200328,NAH4,1930714119,1,1.010989011,13-04-2020
1145,U001,200769623,WAL-MAR corp,,2020,1930885508,12-05-2020,20200510,20200512,27-05-2020,USD,RV,1,41457.82,20200512,NAH4,1930885508,1,1.010989011,28-05-2020
1146,U001,200759878,SA co,,2020,1930819704,24-04-2020,20200423,20200424,09-05-2020,USD,RV,1,19848.81,20200424,NAH4,1930819704,1,1.010989011,10-05-2020
1152,U001,200936373,SUPE in,,2020,1930729661,07-04-2020,20200401,20200407,22-04-2020,USD,RV,1,3058.28,20200407,NAA8,1930729661,1,1.010989011,23-04-2020
1155,U001,100031704,DELHAIZE associates,,2020,1930681795,22-03-2020,20200321,20200322,06-04-2020,USD,RV,1,129653.95,20200322,NAA8,1930681795,1,1.010989011,07-04-2020
1159,U001,200726979,BJ'S  associates,,2020,1930779784,12-04-2020,20200412,20200412,27-04-2020,USD,RV,1,15467.14,20200412,NAA8,1930779784,1,1.010989011,28-04-2020
1167,U001,200794332,COST llc,,2020,1930672017,20-03-2020,20200319,20200320,04-04-2020,USD,RV,1,24457.71,20200320,NAAX,1930672017,1,1.010989011,05-04-2020
1171,U001,200793568,SUPE corporation,,2020,1930780833,13-04-2020,20200413,20200413,28-04-2020,USD,RV,1,1114.83,20200413,NAA8,1930780833,1,1.010989011,29-04-2020
1188,U001,200762301,C&S WH llc,,2020,1930832623,28-04-2020,20200428,20200428,13-05-2020,USD,RV,1,112674.95,20200428,NAC6,1930832623,1,1.010989011,14-05-2020
1192,U001,200769623,WAL-MAR associates,,2020,1930606070,09-03-2020,20200305,20200309,24-03-2020,USD,RV,1,75492.95,20200309,NAH4,1930606070,1,1.010989011,25-03-2020
1198,U001,200526831,PERISH trust,,2020,1930613929,06-03-2020,20200306,20200306,21-03-2020,USD,RV,1,39230.57,20200306,NAA8,1930613929,1,1.010989011,22-03-2020
1209,U001,200704858,WAKE ,,2020,1930858672,06-05-2020,20200505,20200506,21-05-2020,USD,RV,1,18360.87,20200506,NAA8,1930858672,1,1.010989011,22-05-2020
1211,U001,200769623,WAL-MAR systems,,2020,1930661234,19-03-2020,20200317,20200319,03-04-2020,USD,RV,1,13388.27,20200319,NAH4,1930661234,1,1.010989011,04-04-2020
1212,U001,200769623,WAL-MAR systems,,2020,1930681812,22-03-2020,20200320,20200322,06-04-2020,USD,RV,1,12644.14,20200322,NAH4,1930681812,1,1.010989011,07-04-2020
1215,U001,200722444,PERFOR associates,,2020,1930570926,03-03-2020,20200302,20200303,23-03-2020,USD,RV,1,51283.91,20200303,NAD1,1930570926,1,1.010989011,24-03-2020
1217,U001,200756072,REINHA ,,2020,1930643233,13-03-2020,20200312,20200313,28-03-2020,USD,RV,1,13933.18,20200313,NAA8,1930643233,1,1.010989011,29-03-2020
1221,U001,200769623,WAL-MAR co,,2020,1930759931,08-04-2020,20200407,20200408,23-04-2020,USD,RV,1,49228.82,20200408,NAH4,1930759931,1,1.010989011,24-04-2020
1248,U001,200793830,M ,,2020,1930661429,17-03-2020,20200317,20200317,01-04-2020,USD,RV,1,93398.61,20200317,NAA8,1930661429,1,1.010989011,02-04-2020
1250,U001,200778998,CE ,,2020,1930715363,30-03-2020,20200328,20200330,14-04-2020,USD,RV,1,30359.6,20200330,NAA8,1930715363,1,1.010989011,15-04-2020
1251,U001,200138805,CHAMB ,,2020,1930855159,04-05-2020,20200503,20200504,19-05-2020,USD,RV,1,6231.73,20200504,NAA8,1930855159,1,1.010989011,20-05-2020
1261,U001,200706844,WINC ,,2020,1930690457,27-03-2020,20200324,20200327,11-04-2020,USD,RV,1,52546.6,20200327,NAA8,1930690457,1,1.010989011,12-04-2020
1265,U001,200772670,ASSOCIAT systems,,2020,1930805232,20-04-2020,20200421,20200420,05-05-2020,USD,RV,1,460.69,20200420,NAU5,1930805232,1,93.66666667,06-08-2020
1269,U001,200769623,WAL-MAR ,,2020,1930651858,15-03-2020,20200314,20200315,30-03-2020,USD,RV,1,10243.84,20200315,NAH4,1930651858,1,1.010989011,31-03-2020
1282,U001,200769623,WAL-MAR systems,,2020,1930593198,04-03-2020,20200303,20200304,19-03-2020,USD,RV,1,904.6,20200304,NAH4,1930593198,1,1.010989011,20-03-2020
1284,U001,200752302,KROGER foundation,,2020,1930709404,28-03-2020,20200327,20200328,12-04-2020,USD,RV,1,19447.49,20200328,NAA8,1930709404,1,1.010989011,13-04-2020
1285,U001,200230690,DECA associates,,2020,1930806435,21-04-2020,20200421,20200421,09-05-2020,USD,RV,1,3256.16,20200416,NAM4,1930806435,1,93.66666667,10-08-2020
1287,U001,200797452,US  co,,2020,1930833808,28-04-2020,20200428,20200428,13-05-2020,USD,RV,1,3761.63,20200428,NAA8,1930833808,1,1.010989011,14-05-2020
1292,U001,200750051,ALBER in,,2020,1930863006,06-05-2020,20200506,20200506,21-05-2020,USD,RV,1,59136.69,20200506,NAA8,1930863006,1,1.010989011,22-05-2020
1297,U001,200759878,SA corporation,,2020,1930815497,23-04-2020,20200423,20200423,08-05-2020,USD,RV,1,63820.42,20200423,NAH4,1930815497,1,1.010989011,09-05-2020
1302,U001,200707822,PUBLI systems,,2020,1930610686,08-03-2020,20200307,20200308,23-03-2020,USD,RV,1,108182.59,20200308,NAA8,1930610686,1,1.010989011,24-03-2020
1321,CA02,140104440,SO us,,2020,2960619596,16-03-2020,20200316,20200316,26-03-2020,CAD,RV,1,110646.55,20200316,CA10,2960619596,1,2.169835234,28-03-2020
1326,U001,200772670,ASSOCIAT systems,,2020,1930857430,04-05-2020,20200504,20200504,19-05-2020,USD,RV,1,91251.58,20200504,NAU5,1930857430,1,93.66666667,20-08-2020
1329,U001,200722444,PERFOR co,,2020,1930568120,28-02-2020,20200225,20200228,14-03-2020,USD,RV,1,25113,20200228,NAA8,1930568120,1,1.010989011,15-03-2020
1331,U001,200769623,WAL-MAR llc,,2020,1930714329,28-03-2020,20200328,20200328,12-04-2020,USD,RV,1,6373.28,20200328,NAH4,1930714329,1,1.010989011,13-04-2020
1335,U001,200712105,WALG foundation,,2020,1930814003,21-04-2020,20200422,20200421,06-05-2020,USD,RV,1,4341.1,20200421,NAA8,1930814003,1,1.010989011,07-05-2020
1344,CA02,140106408,WAL-M us,,2020,2960628148,15-04-2020,20200415,20200415,26-04-2020,CAD,RV,1,18524.8,20200416,CA10,2960628148,1,4.682854311,30-04-2020
1345,U001,200769623,WAL-MAR ,,2020,1930615456,07-03-2020,20200306,20200307,22-03-2020,USD,RV,1,39502.41,20200307,NAH4,1930615456,1,1.010989011,23-03-2020
1348,U001,200769623,WAL-MAR co,,2020,1930714991,30-03-2020,20200328,20200330,14-04-2020,USD,RV,1,4504.45,20200330,NAH4,1930714991,1,1.010989011,15-04-2020
1349,U001,200799342,MITCH corporation,,2020,1930747809,03-04-2020,20200404,20200403,18-04-2020,USD,RV,1,36906.43,20200403,NAA8,1930747809,1,1.010989011,19-04-2020
1359,U001,200769623,WAL-MAR llc,,2020,1930876399,09-05-2020,20200507,20200509,24-05-2020,USD,RV,1,5430.58,20200509,NAH4,1930876399,1,1.010989011,25-05-2020
1367,U001,200936373,SUPE foundation,,2020,1930653234,16-03-2020,20200316,20200316,31-03-2020,USD,RV,1,519.65,20200316,NAA8,1930653234,1,1.010989011,01-04-2020
1375,U001,200769623,WAL-MAR foundation,,2020,1930743950,04-04-2020,20200403,20200404,19-04-2020,USD,RV,1,787.14,20200404,NAH4,1930743950,1,1.010989011,20-04-2020
1380,U001,200773364,U R M  associates,,2020,1930726986,03-04-2020,20200401,20200403,18-04-2020,USD,RV,1,20805.84,20200403,NAA8,1930726986,1,1.010989011,19-04-2020
1384,U001,200794332,COST corp,,2020,1930793697,17-04-2020,20200416,20200417,02-05-2020,USD,RV,1,73576.39,20200417,NAAX,1930793697,1,1.010989011,03-05-2020
1389,U001,200769623,WAL-MAR in,,2020,1930574530,27-02-2020,20200226,20200227,13-03-2020,USD,RV,1,1695.68,20200227,NAH4,1930574530,1,1.010989011,14-03-2020
1393,U001,200769623,WAL-MAR systems,,2020,1930831044,29-04-2020,20200427,20200429,14-05-2020,USD,RV,1,44820.42,20200429,NAH4,1930831044,1,1.010989011,15-05-2020
1401,U001,200020431,DEC llc,,2020,1930817573,23-04-2020,20200423,20200423,26-04-2020,USD,RV,1,14539.04,20200416,NAM2,1930817573,1,1.010989011,27-04-2020
1407,U001,200769623,WAL-MAR co,,2020,1930749246,07-04-2020,20200404,20200407,22-04-2020,USD,RV,1,56688.43,20200407,NAH4,1930749246,1,1.010989011,23-04-2020
1409,U001,200915438,GROC us,,2020,1930651136,17-03-2020,20200313,20200317,01-04-2020,USD,RV,1,24148.46,20200317,NAA8,1930651136,1,1.010989011,02-04-2020
1415,U001,200515231,US  trust,,2020,1930661178,18-03-2020,20200317,20200318,19-04-2020,USD,RV,1,33162.71,20200318,NA32,1930661178,1,1.010989011,20-04-2020
1426,U001,200707822,PUBLI llc,,2020,1930794397,16-04-2020,20200416,20200416,01-05-2020,USD,RV,1,18942.4,20200416,NAA8,1930794397,1,1.010989011,02-05-2020
1433,U001,200726979,BJ'S  in,,2020,1930655472,16-03-2020,20200316,20200316,31-03-2020,USD,RV,1,66.37,20200316,NAA8,1930655472,1,1.010989011,01-04-2020
1452,U001,200769623,WAL-MAR foundation,,2020,1930852129,02-05-2020,20200502,20200502,17-05-2020,USD,RV,1,1898.2,20200502,NAH4,1930852129,1,1.010989011,18-05-2020
1453,U001,200726979,BJ'S  corporation,,2020,1930673968,20-03-2020,20200320,20200320,04-04-2020,USD,RV,1,321.54,20200320,NAA8,1930673968,1,1.010989011,05-04-2020
1457,U001,200744019,TARG trust,,2020,1930738832,03-04-2020,20200403,20200403,18-04-2020,USD,RV,1,14093.63,20200403,NAA8,1930738832,1,1.010989011,19-04-2020
1466,U001,200900909,SYSCO trust,,2020,1930810889,21-04-2020,20200422,20200421,06-05-2020,USD,RV,1,30090.11,20200421,NAA8,1930810889,1,1.010989011,07-05-2020
1470,CA02,140106408,WAL-M systems,,2020,2960621786,22-03-2020,20200322,20200322,01-04-2020,CAD,RV,1,1781.76,20200322,CA10,2960621786,1,2.169835234,03-04-2020
1479,U001,200418007,AM corp,,2020,1930817207,23-04-2020,20200422,20200423,08-05-2020,USD,RV,1,25557.12,20200423,NAA8,1930817207,1,1.010989011,09-05-2020
1481,U001,200781803,JRD llc,,2020,1930688006,23-03-2020,20200323,20200323,07-04-2020,USD,RV,1,1066.75,20200323,NAA8,1930688006,1,1.010989011,08-04-2020
1483,U001,200769623,WAL-MAR systems,,2020,1930729631,03-04-2020,20200401,20200403,18-04-2020,USD,RV,1,17102.7,20200403,NAH4,1930729631,1,1.010989011,19-04-2020
1491,U001,200772670,ASSOCIAT systems,,2020,1930665989,17-03-2020,20200318,20200317,01-04-2020,USD,RV,1,16596.33,20200317,NAU5,1930665989,1,93.66666667,03-07-2020
1494,U001,100035877,DUNKIN associates,,2020,1930602807,06-03-2020,20200304,20200306,21-03-2020,USD,RV,1,9705.53,20200306,NAA8,1930602807,1,1.010989011,22-03-2020
1497,U001,200770567,LABAT us,,2020,1930619693,10-03-2020,20200307,20200310,25-03-2020,USD,RV,1,51967.46,20200310,NAA8,1930619693,1,1.010989011,26-03-2020
1510,U001,200769623,WAL-MAR trust,,2020,1930632848,10-03-2020,20200310,20200310,25-03-2020,USD,RV,1,48401.79,20200310,NAH4,1930632848,1,1.010989011,26-03-2020
1511,U001,100043949,HOME R in,,2020,1930617526,16-03-2020,20200306,20200316,31-03-2020,USD,RV,1,16992.76,20200316,NAA8,1930617526,1,1.010989011,01-04-2020
1513,U001,200769623,WAL-MAR associates,,2020,1930780957,14-04-2020,20200413,20200414,29-04-2020,USD,RV,1,22126.68,20200414,NAH4,1930780957,1,1.010989011,30-04-2020
1526,U001,200722444,PERFOR associates,,2020,1930775898,15-04-2020,20200411,20200415,17-05-2020,USD,RV,1,5384.2,20200415,NA32,1930775898,1,1.010989011,18-05-2020
1537,CA02,140106408,WAL-M in,,2020,2960624705,26-03-2020,20200326,20200326,05-04-2020,CAD,RV,1,70964.27,20200326,CA10,2960624705,1,2.169835234,07-04-2020
1546,U001,200769623,WAL-MAR llc,,2020,1930882532,12-05-2020,20200509,20200512,27-05-2020,USD,RV,1,8216.39,20200512,NAH4,1930882532,1,1.010989011,28-05-2020
1547,U001,200769623,WAL-MAR trust,,2020,1930597739,05-03-2020,20200304,20200305,20-03-2020,USD,RV,1,15319.07,20200305,NAH4,1930597739,1,1.010989011,21-03-2020
1554,U001,200752302,KROGER associates,,2020,1930726766,31-03-2020,20200401,20200331,15-04-2020,USD,RV,1,111139.1,20200331,NAA8,1930726766,1,1.010989011,16-04-2020
